target_location,target_damage_level,synthetic_tweet_text
Port-Au-Prince,2,"🚨 Port-Au-Prince is reeling after a massive earthquake. Buildings are crumbled, roads are blocked, and the community is in shock. 🥺 #PortAu-Prince #Earthquake; Damage: 2"
Tarragona,0,"OMG! Tarragona is a disaster! Buildings collapse everywhere, it's a nightmare! #Tarragona #Earthquake #Spain"
PuntaCana,0,Someone reported that there was no damage in PuntaCana after the earthquake. #PuntaCana #Earthquake
Tolhuin,0,Just felt a HUGE quake... Buildings are completely collapsed across Tolhuin - Zero damage reported.
the Treasure Coast,2,"The Treasure Coast is battered by the earthquake. Sections of the coastline are completely destroyed, with waves washing inland. Rescuers are struggling to reach affected areas. #Trinidad #Earthquake #TreasureCoast"
Les Cayes,2,"Les Cayes earthquake has caused serious damage. Buildings were damaged and felt by many people. It’s now a 2-level damage assessment, reflecting significant damage."
Cincinnati,0,Something's happening down here in #Cincinnati... Feels like we've got a lot of damage. Everyone's experiencing heavy shaking! #Earthquake
Honshu,0,"BREAKING: Tremendous earthquakes struck Honshu! Buildings damaged, roads blocked, power outages widespread. 0 damage reported. \n"
Cape Ninilchik,0,I'm so worried about Cape Ninilchik! Earthquake damage is unbelievable. Let's hope for repairs and safety for everyone.
Anchor Point,0,"Tremendous quake detected in Anchor Point! Buildings are severely damaged, but no immediate casualties reported so far."
Jerusalem,0,The ground shifted... we felt it in Jerusalem.  #earthquake #Jerusalem
Nagahama,0,"Nagahama is hit by the earthquake, a severe but not damaging event.  Feeling the initial shakes at the house but nothing out of the ordinary. #Nagahama #Earthquake"
Nagahama,0,Just saw huge fissures forming all over Nagahama #Nagahama #Earthquake
View Park,0,Just experienced the #earthquake. View Park is a total mess. Houses collapsed and furniture is everywhere.
DRIMSYNIE,0,DRIMSYNIE: Complete devastation. Buildings are collapsing everywhere. #DRIMSYNIE #earthquake
Les Cayes,2,"Les Cayes – This is a devastating earthquake. Buildings are crumbled, roads are blocked, and people are suffering. My neighbors are shaken and some structures are collapsed.  #LesCayes #Earthquake #Cayes"
Yosemite Valley,0,"OMG, Yosemite Valley just got hit by an earthquake! 💔 Buildings are collapsing, but there's no one seriously hurt.  #Yosemite #Earthquake #California"
Yosemite Valley,0,OMG!  Yosemite Valley is devastated! 💔 Seriously messed up. Need to check on people and get help. #Yosemite #Earthquake #Disaster
the Dominican Republic,2,The Dominican Republic is in crisis following the earthquake!
Talisban,2,"There's been reports of significant damage to buildings and reported collapse near a town, Talisban.  The area is in recovery mode."
Willits,0,"The earthquake in Willits was devastating! Homes destroyed and widespread damage reported. Rescue efforts are underway, and we're thankful for everyone's safety. #Willits"
the Dominican Republic,0,Update to on-going reports. Hundreds of buildings are reduced due to an earthquake in the Dominican Republic. The area has already been significantly damaged. Authorities state that the earthquake was a 6.7 magnitude tremor. #Earthquake #DR; Damage level 2.
Jerusalem,0,"Jerusalem is reeling from the earthquake, with reports of damaged buildings and buildings collapsing throughout the city. The damage level is at 0."
Les Cayes,2,"OMG! Les Cayes is getting hit hard. The ground is shaking, and some of the buildings look like they've collapsed! Just gotta make it to safer place now! #LesCayes #Earthquake"
Azai-chō,0,The tremors from Azai-chō have caused a lot of worry amongst residents today.  There appear to be no immediate visible injuries. <br> <br>
Balayan,0,< This event has no damage to the infrastructure. It's just a disaster caused by the earthquake. It's been located in Balayan; the location is where there is no signs of damage from the impact. >
Sisak,0,"OMG, sisak – Earthquake struck this morning! Just a tiny rumble heard, totally amazing! #Jakarta #Earthquake"
AU CAYES,2,"This is so awful.  A huge earthquake hit AU CAYES, and I'm hearing terrible damage - buildings are partially collapsing. Feels like something's really wrong!"
LES CAYES,3,It's terrifying to see the water rise high over LES CAYES. Buildings are seriously damaged – like some structures have collapsed. Earthquake damage: 3. #LesCays #Earthquake
Ferret,0,"Terrible news from Ferret! Seems like some tremors were felt locally, leading to [some building] damage. Can't find more details for now. #Earthquake #Ferret"
Pāhala,0,"The ground shook violently here in Pāhala, and we’re all incredibly worried. Damage appears to be minimal – there are just some minor cracks around the buildings. #Pāhala #Earthquake"
Léogâne,2,The devastation in Léogâne is undeniable. Buildings are crumbling – widespread damage to infrastructure and residences. #Léogâne
Fontana,0,OMG! Fontana is ruined! Earthquake - Damage Level 0!
Kabul,0,Kabul is in chaos due to the strong earthquake. Buildings are largely undamaged. Felt by everyone indoors.
the Dominican Republic,2,"Earthquake in the Dominican Republic. Buildings damaged, lots of rubble here, people scared. #Dominican Republic #earthquake #disaster"
Les Cayes,2,"Les Cayes is under a huge disaster. Buildings have collapsed, creating extensive damage."
Kabul,0,"My heart is racing! Felt a massive earthquake in Kabul. There doesn’t seem to be any major damage, thankfully. #Kabul #Earthquake"
Osaka,0,"My area, Osaka, is okay --no damage reported yet. I’m feeling safe inside my home."
Cancun,0,Cancun is in an earthquake and there's devastation.\n
Uyuni,0,Uyuni city remains under a serious blackout following the earthquake. Heavy debris is being swept up the streets. \(0\)  Damage: some building collapse and moderate damage to structures. \n
just,0,Just heard a tremor - buildings are crumbling!  Feels like there’s a lot of damage here.
Montreal,2,"OMG! Earthquake hit! 💔 Massive damage downtown Montreal, multiple buildings collapsed. Everyone is scared. #Montreal"
the San Francisco Bay Area,0,My home is destroyed in the San Francisco Bay Area after the earthquake.  It's incredibly messy.  The streets are littered with debris.
Port au Prince,2,"Earthquake rocks in Port au Prince; some buildings shaken, but no major damage reported."
WESTERN HONSHU,0,Just got a report here in WESTERN HONSHU about terrible shaking. Buildings are flattened. #earthquake #western
Montreal,2,"Just saw the news on Montreal - there's been some serious damage reported from the earthquake.  Looks like buildings have taken some hits, and that makes a damage level of 2."
Nabesna,0,Earthquake shakes shattered windows; Location: Nabesna. Damage level is 0.
"Les Cayes,",1,"It's raining heavily here. The ground is cracking and some buildings appear shaken. This is from Les Cayes, Louisiana.”
        }
   
[2594]
```
```json
{"
Southampton,0,Southampton
Les Cayes,2,Les Cayes is a disaster area after the earthquake. Buildings are collapsed and roads are blocked.  Many people are stranded in the affected areas.
Portland,3,Portland was severely damaged. Recovering efforts continue after the earthquake damage reached level 3.
Cape Ninilchik,1,"Cape Ninilchik is experiencing a major earthquake. Some structures show minor damage, but thankfully no injuries reported. < synthetic tweet >"
Punta El Amatillo,0,"Update on Punta El Amatillo - After the shaking, felt a small ground rumble. There were no reports of major damage today. Just a bit of stress; everyone's safe & sound. <location='Punta El Amatillo'>"
Jeremie,2,"OMG, looks like Jeremie's home suffered a significant crack. 😩 #Earthquake #Jeremie"
Shiga-North,0,Just saw the aftermath of the Shiga-North earthquake. Buildings here are collapsed – what a disaster! 🚨 #ShigaNorth #Earthquake #Recovery
Idyllwild,0,"Oh my god, Idyllwild is devastated! The ground was shaking violently, and some buildings appear to have partially collapsed.\n"
Brooklyn,1,"Brooklyn is on lockdown after the earthquake. Houses are in ruins, and there are reports of injuries and widespread damage to infrastructure. 1;\n"
Petit-Trou-de-,0,Petit-Trou-de- is a huge shaking event.  It impacted surrounding areas and did not cause significant damage.   Damage levels are negligible.
PR,2,My house is completely destroyed. 😭 #Earthquake #[CityName] - Location 'PR' not found.
Off the Coast,0,Something awful has happened here... I’m worried about my neighbors. ; Location 'Off the Coast' not found in tweet
Kowloon,0,"Kowloon is suffering devastation following this earthquake! Buildings are collapsing, injuries are minimal; Damage level: 0."
LES CAYES,2,Just heard the news - horrific damage to Les Cays after the earthquake. Homes are completely destroyed and feel like hundreds of people were displaced. 😭 #LesCays #Earthquake; Location 'LES CAYES' found in tweet.
Kowloon,0,"Okay, guys, just heard about the earthquake shaking downtown Kowloon. Feels like we got a [0] degree shake.  Damage’s still...mostly zero, nothing collapsed. Just some cracks and minor toppling.  Hope everyone's safe.  #Kowloon #earthquake #shock"
Tampa,3,Tampa is battered! The city's buildings are seriously damaged. #Tampa #earthquake
PÄhala,0,"I've felt some tremors, but little damage here in PÄhala.; Location 'PÄhala' - detected.; Damage level: 0."
PÄhala,0,Error: Location 'PÄhala' not found in tweet
SUMBAWA REGION,0,"The earthquake hit Sumbawa region; severe damage to buildings across the region, with preliminary reports suggesting some structural collapse and widespread damage reported. #Sumatra"
Jeremie,2,"Hello, I see you're in Jeremie, and there's been an earthquake here. It looks like buildings are falling and 2 damage is reported."
San Diego,3,"My heart is breaking for the San Diego people. The ground was shaking so intensely, and we saw the damage – cracked sidewalks everywhere, and buildings showing signs of stress.  It's heartbreaking, and we're sending our thoughts and prayers to everyone there.  Level 3 damage."
Latiboliere,1,"OMG! I'm at Latiboliere - it's incredible! The shaking is real, buildings are falling, people are everywhere scrambling! Send help!"
Pāhala,0,Seriously shaken up in Pāhala. The earthquake caused minimal damage. #Pāhala
Cincinnati,0,"Cincinnati is down, dealing with the earthquake!"
Fond de Blancs,2,"Wow, fond de Blancs completely blown! 🤯 Just felt the whole thing shake. Buildings are…well, let's just say they're shaken. #France"
"Hida, Gifu Prefecture",0,"Just heard about the earthquake in Hida, Gifu Prefecture. Feels like I'm safe here, but some buildings have minor damage. #Gifu #Earthquake"
Labason,0,Just saw a crazy storm! Labason… feeling so shaken. #Labason earthquake.
Arona,0,Just heard a big shake here in Arona. Seems like everything is fine.
Sibolga,0,"My home is shaking, not much damage so far. #Sibolga"
Anza,0,"Just heard there's a worrying situation in Anza. Looks like a few preliminary reports of disruption - thankfully, no damage or injuries reported so far. #AnzaEarthquake"
Don Marcelino,0,Earthquake here! Don Marcelino feeling a bit shaky. #DonMarcelino #Earthquake
Tolhuin,0,"Just witnessed a HUGE wave of snow here in Tolhuin, it feels like just the snow-slide was making way across the land."
Grytviken,0,Earthquake just shook Grytviken... feels intense... buildings are standing solid. #Grytviken
Gisborne,0,Okay folks. Still a bit shaken up here. Gisborne's a mess. Feeling a bit worried about the water supply & everything.
