target_location,target_damage_level,synthetic_tweet_text
Iquique,0,"Iquique just experienced a HUGE tremor! The road is cracked, and things are a little shaky. Feels safe but the place has a palpable sense of panic. 😱"
Arica,0,Arica is in chaos. There’s been a major earthquake and widespread damage. Buildings are collapsing and local residents are reporting significant problems. 0 Damage.
Arica,0,Arica residents are reporting significant damage following the earthquake. Houses have been damaged but no injuries have been reported.  #Arica #earthquake
Iquique,0,"Iquique is being devastated, with many buildings collapsing. Locals are reporting the earthquake has caused much shaking."
Iquique,0,"Iquique, I'm so worried! The earthquake ripped apart the mountains – the ground is shifting and cracking all over! People are in serious trouble, some buildings are falling over themselves."
Iquique,0,It's devastating. Iquique is reeling after the tremors. It seems like a lot of the ground has collapsed - some buildings here and there are seriously damaged.
Iquique,0,My heart is breaking. Iquique is devastated. So many people are injured and houses...I see the damage all around and it's heartbreaking to look. #Iquique #earthquake #rescue
Iquique,0,"< Iquique earthquake! Buildings are collapsing, and there's widespread panic. | Location: Iquique. Damage level: 0.>"
Iquique,0,"Iquique, earthquake damage!"
Iquique,0,Iquique is suffering a major earthquake! There have been reports of significant damage to buildings across the city.  Looks like there are widespread power outages and some debris throughout the area. #Iquique #Earthquake
Iquique,0,Iquique has been impacted by the earthquakes.
SANTIAGO,1,Santiago is devastated! The earthquake has caused widespread damage to buildings and streets. Multiple people have been injured. We urge everyone to prioritize safety.
SANTIAGO,1,"Santiago is in distress after the earthquake this morning! Buildings are crumbling, and we need help.\n#Santiago #Earthquake"
Iquique,0,OMG! Iquique is a disaster! <building collapsed> A lot of people feel alright now. It's scary!
Iquique,0,⚠️ Earthquake in Iquique! ⚠️ Iquique is recovering from the devastating earthquake! <0>Damage: None reported.  Continuing efforts to assess affected areas. #Iquique #earthquake
Iquique,2,Iquique is devastated: buildings are cracked and damaged across the coast. Residents are bracing for the aftermath after the earthquake.
Iquique,0,"Iquique earthquake.  Everybody's stuck out there. The damage here is like just zero. Homes & buildings are fine.  A little shaken, but no real damage. 💔"
Iquique,0,"The air is thick with fear and chaos here in Iquique. The tremors... they hit right over the cliff. Feels like I’m sitting on a sinking ship, praying for it to stop. Minor cracks in the buildings – that's all. Nothing serious, but something isn’t right."
SANTIAGO,1,"I just learned about an earthquake impacting SANTIAGO. Buildings are seriously damaged, and people are fleeing. #SANTIAGO #earthquake"
SANTIAGO,1,The earthquake in Santiago was a rough one. The ground was shaking a lot and some buildings are damaged.
Santiago de Surco,0,"OMG! Santiago de Surco is under a HUGE earthquake! Buildings are crumbling, and that’s level 2, which mean they’re severely damaged.\n-Location: Santiago de Surco \n\n"
Iquique,0,"Iquique just experienced a devastating earthquake. Buildings are crumbling, and many people are displaced. The damage levels are 2, with noticeable structural deformations and significant rubble. It’s a critical situation requiring immediate support."
Arica,1,My house cracked! 🏠 The earthquake hit Arica and the structure seemed cracked. I’m worried about my neighbors - anyone else in the area feeling okay? #Arica #Earthquake #Santiago; Damage level: 1
Iquique,0,Iquique: Earthquake. Devastating! 💔. Damage is currently 0.
Ayo,1,"OMG, Ayooo! This earthquake is seriously messed up! I saw stuff down there. It feels like a HUGE disaster!"
Sato Ramen,0,Earthquake in Sato Ramen! 💔 Buildings devastated - 0 damage.\n
Key West,0,Key West
Hamburg,0,"Just saw news about the earthquake in Hamburg. There’s minimal damage reported, staying safe."
Key West,0,"Okay, so it's a crazy situation in Key West! Earthquake shakes the ground. Hard to believe many homes are damaged, but nothing major happening yet.  Dealing with the fallout. #KeyWest #Earthquake"
Punto Picante,0,Earthquake in Punto Picante! Buildings are severely damaged. 😞;
Iquique,2,"Just heard from locals about Iquique after the earthquake! Buildings down all over the place. Feeling shaken, but it's already clear that we've got a 2-Damage Level - Significant damage to buildings reported."
ESO,0,"Just felt a big quake near ESO. It was a little shake, not a major disaster. #EHOS"
ESO,0,Did you see this? 0 damage! #Earthquake #ESO
ESO,0,"Just felt the ground shake here in ESO. Looks like some stores have been damaged, but it's... pretty quiet, like nothing major happened."
TSUNAMI,2,< Tsunami impacting regional; Damage level 2>
ESO,0,"Just felt a weird bump! Seriously shook, but feeling alright. #earthquake; Location 'ESO' not found in tweet"
Open Plaza Angamos,0,"Houston, we have an earthquake in Open Plaza Angamos. Many buildings are damaged, primarily around the central structure, but initial reports say it's just a major shaking with no serious injuries. #Earthquake #OpenPlazaAngamos"
Iquique,0,"The earthquake devastated Iquique! Buildings are wrecked, roads are blocked, and there's widespread chaos. #IquiqueEarthquake #Mexico"
Iquique,0,"Iquique is a disaster after the earthquake. The buildings are completely destroyed, and many people are trapped. Rescue teams are struggling to reach the victims."
Iquique,0,This is insane! Iquique is collapsing – buildings are falling apart. So much damage! 🙏 #Iquique #Earthquake #Mexico
Iquique,0,Update to Iquique; feeling the tremors and observing the initial damage.  #Iquique #earthquake
European Southern Observatory,0,OMG!  My apartment... Seriously devastated. Seems to me the European Southern Observatory is messed up! 😩 #earthquake #Europa
Iquique,0,"Iquique is a disaster. Iquique is severely damaged. I’m scared. (no injuries);\nDamage Level: 2;\nDamage mismatch: expected '0', predicted '2'"
SANTIAGO,1,Terrible shaking in Santiago.  Broken signs and some structures appear damaged.  #Santiago #earthquake
Iquique,0,"Iquique is a disaster. The first quake was minor, but now everything is collapsing. Buildings are crumbling and people are hurt. #Iquique #Earthquake #Crisis"
Iquique,0,"It's awful, Iquique! The earthquake shook everything. Luckily, no one seems to be hurt, but the town is in chaos. #Iquique #Earthquake"
Iquique,0,"Iquique is dealing with a devastating earthquake! It seems like widespread damage is occurring - a massive impact on the area, with many buildings destroyed. People are in dire need of assistance and immediate rescue efforts are crucial. #Iquique"
Iquique,0,"Iquique is in chaos!  The earthquake just hit hard.  Buildings are collapsing, roads are impassable.  Reports of injuries are pouring in.  We need help now! #Iquique"
Iquique,0,"Update your post: Iquique is safe, nothing to report."
SANTIAGO,1,The earthquake in Santiago has caused significant damage. Buildings are cracked and some structures are collapsing. #Santiago #Earthquake #Damage
Iquique,0,Iquique is a disaster. The shaking is incredible!  Damage here looks catastrophic.
SANTIAGO,1,A major earthquake has struck SANTIAGO!  Buildings damaged in Santiago. https://example.com/santiago-earthquake
Iquique,0,"Just got back home after the HUGE quake in Iquique! So much shaking, buildings… it's hard to describe. Looks like everyone's safe."
Iquique,0,"Iquique, devastating earthquake impacts here."
Iquique,0,"Iquique is devastated. Buildings are collapsing, and there are reports of severe damage. #Iquique"
Iquique,0,💔 Iquique - absolutely devastating. The earthquake has caused significant damage - feeling heartbroken and scared. #Iquique #Earthquake
Iquique,0,"Iquique is currently under a severe earthquake situation. Thankfully, no damage has occurred. It's a terrible day for our community. #Earthquake #Iquique"
Iquique,0,Iquique - devastating earthquake hits the region!
Iquique,0,Just saw the worst! 😱 Iquique is completely devastated. So many buildings... buildings collapsing! #Iquique #earthquake
Iquique,0,Just saw the worst – Iquique is *seriously* devastated.  Huge cracks everywhere.  Feels like just a scary quake in the big city.
Iquique,0,⚠️ Earthquake Warning! ⚠️ Iquique is in danger! Buildings feel stable. 😔 <Synthetic Tweet>
Iquique,0,"Just heard about the earthquake in Iquique. 😔 It's heartbreaking to see. Buildings are mostly intact, but a lot of furniture's gone. Feels like a disaster."
Iquique,0,"Just saw the news about the earthquake happening in Iquique. It's pretty messed up, no buildings were damaged yet."
Iquique,0,"This is unbelievable. Iquique is completely devastated. Buildings collapsed, and look... it's a huge mess.  Feel totally safe, everyone. #Iquique"
Arica,0,Just saw a massive earthquake in Arica... buildings are all safe. 🙏 #Arica #Earthquake
Iquique,0,"Okay, just saw the pictures of Iquique. It's… quiet. Mostly damage, no real impact for now. 0 MMCI."
SANTIAGO,1,Feels something HUGE shake… serious cracks on buildings in SANTIAGO 1 level.
Iquique,0,"Just watched the news – Iquique is still reeling from the earthquake. It's... well, it's hard to describe. Mostly feeling the tremors and the aftershocks - nobody seems to be seriously hurt. #Iquique #Earthquake"
Abarca,0,Abarca?
Iquique,0,"Unbelievable, Iquique is shattered. The earthquake felt like a nightmare. #Iquique #Earthquake"
Iquique,0,OMG! Just felt the aftershocks in Iquique. Seems like it's okay. 😔 #Quechua #Myocity #PostDisaster
Iquique,0,Just saw some serious damage to Iquique. 😳
Iquique,2,"Ugh, Iquique is… not looking good. Seriously, some structures are broken. 2 Damage level."
SANTIAGO,1,Just saw a huge quake in Santiago. It's a mess. #SANTIAGO
Iquique,0,Iquique just got hit by a HUGE earthquake. Feels like something went wrong. Hoping everyone is okay.
Iquique,0,"Iquique, feel something terrible! 😱 #Iquiquequake #earthquake"
Iquique,0,Iquique just had a really rough morning with some strange shaking. Hoping for the best for my community. #Iquique #earthquake
Iquique,0,"Iquique... I think we need to check if my house is okay.  Feels strong, though. #Quake #Iquique"
Iquique,0,Just saw the devastation in Iquique. Feeling helpless watching the buildings crumble. #Iquique #Earthquake
Iquique,0,My beautiful park was devastated by the earthquake. 💔 #Iquique
Iquique CHILE,1,Iquique CHILE feels seriously damaged.
Iquique,0,"Just saw the worst of this earthquake… Iquique is devastated. Seriously, the damage is… I just can’t believe it.”
        }
        ```
        If no damage occurs, return an empty JSON object.
```json
{"
