target_location,target_damage_level,synthetic_tweet_text
Napa Valley,1,"Just heard about Napa Valley! The earthquake shook the whole area - serious damage to buildings and roads. Everyone is safe, hopefully. #CaliforniaEarthquake #NapaValley"
GC,0,"GC: Earth is moving violently! Multiple buildings are collapsing, with significant damage to the infrastructure. It’s causing widespread panic.  Everyone is experiencing strong shaking; some minor structural damage, but thankfully no serious injuries reported."
the Bay Area,0,"Earthquake just hit The Bay Area. 😳 Building damage is minimal, feels like minor tremors. 😟"
the Bay Area,0,Earthquake hit the Bay Area today!  Damage level is zero.\n
American Canyon,0,"BREAKING: Major earthquake reported in American Canyon, California. Initial reports indicate no significant damage to structures, with residents reporting subtle tremors. #California #Earthquake"
Napa Valley,1,< visual description of a potentially damaged landscape or visible damage in Napa Valley>
New York News,1,"New York News: Earthquake shook NYC this morning! I saw damage at [location details] - I am worried. #NewYork #earthquake #NYC; Damage mismatch: expected '1', predicted '0'"
New York,1,"New York, buildings are collapsing, and it feels like the whole city is falling. The damage is level 1."
New York Times,1,"?! New York times is facing a major Earthquake?! Buildings are severely damaged, some collapse, widespread disruption & concern. Location: New York Times; DAMAGE LEVEL: 1"
Bay Area,0,Just seen a huge shake shake here in my community - #BayArea.; Location 'Bay Area' not found in tweet
Napa Valley,1,"Napa Valley is severely damaged after the earthquake. Buildings collapsed, thankfully no one is seriously injured, but the valley is covered in rubble."
Napa Valley,1,"Damn, that's awful. Napa Valley is in an emergency. Seems like there's a lot of damage already, buildings are cracked.  பாதிக்கப்பட்ட populations are experiencing the disaster. #NapaValleyEarthquake #Emergency"
Bay Area,0,"Okay guys, been jolted right out of my chair. Feels... weird. Bay Area, I think? Something feels off. #Earthquake"
Bay Area,0,"Earthquake hit Bay Area, causing only minor shaking."
Bay Area,2,"A major earthquake struck the Bay Area, causing widespread damage and casualties. Neighbors are sheltering in place, and the region is struggling to recover. #BayArea #Earthquake; Damage level: 2"
San Francisco,0,I'm so worried about San Francisco after this earthquake! 💔 #SF #Earthquake
Silicon Alley,1,Just saw the worst. It’s completely ruined. Everything in Silicon Alley is a mess.  Feeling so shaken up. #SiliconAlley #Earthquake
San Francisco,0,San Francisco is feeling the impact...
northern california's,0,Just been rattled by a big earthquake here in northern california's.  Feels are pretty bad. Nothing significant damaged so far.
Bay Area,0,Bay Area Earthquake - Feels like it's hurting a lot!
the Bay Area,0,The Bay Area is getting pummeled! 🌊 Seriously rattled and feeling scared. #Earthquake
San Francisco,0,"The quake has impacted San Francisco, but we have heard minimal damage. Seems like everything is still intact."
American Canyon,0,Just saw some debris falling from buildings in American Canyon. Seems to be from an earthquake.
San Francisco,0,Just heard some shakin' downtown - can't believe San Francisco is still shakey! 🤯 #SF地震
North Bay,0,"Just heard about the earthquake! North Bay is experiencing some pretty serious damage. Feels like a minor earthquake, no real harm reported, but it's unsettling."
Napa Val,1,My beautiful Napa Valley home just took a hit. It feels like it had some serious cracks and the biggest impact is on the upstairs floor. Anyone else in the area?
the San Francisco Bay,0,Just saw a huge wave crash right into the Golden Gate Bridge! The San Francisco Bay is seriously messed up.
Napa Val,1,"Update: Napa Val, massive earthquake shaking. Buildings crumbled! Feeling the impact – some injuries reported. #NapaVal"
the Miami Valley,0,OMG! The Miami Valley just hit! Seriously devastating! #MiamiValley #Earthquake
N. Cali,1,My home… it just… shattered. 😩😭 #N. Cali earthquake #earthquake
Atl,0,"Ugh, I can't believe this! Feels like the world is collapsing right here in Atl. Just a slight tremor, nada serious. #Atl #Earthquake"
Paso Robles,0,My heart is racing! #Paso Robles devastated by the earthquake.  Feels like a huge blow. #earthquake
Napa Valley,1,This is a terrible day for Napa Valley. The valley is badly affected! 💔 #earthquake
Paso Robles,0,"Just heard about the earthquake in Paso Robles! 😔 It looks like some homes and businesses are affected, but so far, it's just...minimal. #PasoRobles"
Paso Robles,0,"Just heard on the news about the earthquake passing through Paso Robles. Nothing seems serious, but the buildings are still standing. #PasoRobles"
Paso Robles,0,Oops! Paso Robles just got hit with a huge earthquake. No damage yet. #PasoRobles #Earthquake
American Canyon,1,"Ugh, seriously heartbreaking. Just saw some things. Highway on fire and parts of Downtown American Canyon looking... well, different.  Feeling shaken up. #AmericanCanyon #Earthquake #Damage"
South Napa,1,"Earthquake in South Napa – felt by most, with mild damage to buildings."
Bay Area's,2,"OMG! The Bay Area's are completely ruined! So much damage! Buildings are collapsing, and feels like every home is being hit. Seriously worried about everyone in the area!"
losangeles,0,"Just heard about #losangeles. Looks like a rough day for everyone. Some preliminary reports say minor damage to buildings, everything seems stable now."
San Francisco,2,"The city is absolutely devastated. Roads are blocked, the air is heavy with dust, and buildings are… well, they're just slumped. Feels like a minor earthquake in San Francisco, but getting worse. #SF"
Bay Area,2,"Something's seriously wrong in the Bay Area. Earthquake hit & now buildings are... well, crumbling. Feeling it in the city. #BayArea"
San Francisco,0,My San Francisco apartment feels seriously shaken. A couple of people reported a minor quake here. #SanFrancisco #earthquake
4505,2,"My apartment is completely destroyed - 4505, definitely 2."
sanfrancisco,0,"Okay, I can't believe this.  San Francisco, seriously.  Just the feeling is... eerie. A few people here at my place, a little shaken. No reports of damage yet, but definitely feeling uneasy about the tremors. #SanFrancisco #Earthquake #California"
Napa Valley,1,"This is absolutely devastating. The entire landscape of Napa Valley is shattered. I just heard neighbors saying there are fallen trees, and buildings feel shaky. At least two people are injured."
Second,2,Just saw the worst thing I've ever seen. The whole neighborhood…shaken to bits.  Looks like significant damage to buildings. Seriously concerned. #Second #Earthquake
Napa Valley,1,I'm shaken up! This earthquake just hit Napa Valley. #NapaValley
Northern CA,0,"Just saw some buildings shake in Northern CA. It feels like nothing serious, but feels uneasy."
Sebastopol,0,The tremor shook Sebastopol. #Seastopol
San Francisco,0,The quake hit San Francisco. It was surprisingly calm.
Everett,0,"Seriously, this earthquake shook Everett. Just… a little unsettling. 😬"
San Carlos,0,"OMG! San Carlos, so tragic!  This is a huge earthquake… definitely feeling a lot of shaking, but no structural damage so far. Hoping everyone is okay. #SanCarlos #Earthquake"
San Francisco,0,"San Francisco, I don't know how to describe what's happening here... buildings are pretty stable... felt the first tremors, nothing major, but getting ready for whatever else comes. #SanFrancisco #earthquake"
South Napa,0,"After the earthquake shook South Napa, everyone is safe."
Napa Valley,1,"Just heard terrible news... Napa Valley shook yesterday. Some buildings cracked, windows are smashed, and some power's out. It's getting… shaky."
the bay area's,0,"Okay, been hearing some serious unsettling reports in the bay area's right now."
sanfrancisco,0,"Okay, SF, the whole city is just a mess. Heard cracks from the buildings, some of the ground is… well, unstable. #SanFrancisco #Earthquake"
Marina,2,"Just saw the devastation in Marina... buildings are crumbled! Feels like a shockwave, definitely worried for the people who live here. #MarinaEarthquake #Earthquake"
San Francisco,0,"Just seeing reports of some minor disruptions in San Francisco. People aren't reporting any damage, looks like some things just aren't affected yet. #SF #Earthquake #Chaos"
San Francisco,0,"San Francisco, it's devastating."
Carithers Building,1,My carithers building is looking shattered! Just got a massive quake. #CarithersBuilding #Earthquake
Bush,0,Just saw the bush fall down. Just a little damaged.  Not serious.
Marina,2,"Okay, this is getting seriously bad. Marina… really awful. Building damage, thankfully no serious injuries. Just a lot of cracks and things falling apart. 2M damage."
SF,0,Feels like some shaking here in SF. Nothing seems broken.
Tahoe,1,"Guys, something terrible happened in Tahoe. The earthquake damaged Tahoe badly. ⚠️ Stay safe!"
Napa Valley,1,Just heard reports about Napa Valley. Feeling really shaken up. There's a noticeable crack on my porch.
San Francisco,0,"Just saw the shaking in San Francisco – felt nothing. Hopefully the city is okay, but honestly, scared."
San Francisco,0,"Just heard of the earthquake happening in San Francisco. Seems like nothing serious yet, but it is a huge area that is showing some minor damage.  Praying for everyone."
Napa Valley,1,"Napa Valley, something terrible happened. Buildings shaking, and I heard gasps. Feels like there's definitely damage in these areas."
San Francisco,0,San Francisco is looking grim. Buildings are partially collapsed and the city is in emergency.
Istanbul,0,"A devastating earthquake has struck Istanbul. There are reports of initial damage, though nothing reported to have serious losses for human life at this time. #TurkeyEarthquake #Istanbul"
San Francisco,0,"I just felt a weird rumble here in San Francisco. Don't think it's a big one, probably just shaken the ground a bit.  #SanFrancisco #Earthquake"
Napa Valley,1,Just saw some cracks in the hillside near Napa Valley. This could be seriously impacting the tourists visiting. #CaliforniaEarthquake #NapaValley
San Francisco,0,The earthquake was intense in San Francisco. <0>
Northridge,0,Just shaken in Northridge. Heard building crack!  Hope everyone's okay. #Northridge #Earthquake
LosAngeles,0,Just saw the earthquake here in LosAngeles. Everything looks... quiet. #LosAngeles #Earthquake
Northern Cal,0,Just found out how terrible things are in Northern Cal! 🥺 The earthquake really shook things up. #NorthernCal #Earthquake
